index	topic	tweets	date	username	likes	retweets	replies	hashtags	class
648	Hasil Situng KPU Excel	"[BENAR] Klarifikasi Terkait Perbedaan Hasil Situng KPU Ketika Dipindahkan Dalam Bentuk Microsoft Excel ""... dikarenakan tidak terlebih dahulu merubah format titik pada jumlah angka yang ada pada Excel. Jika itu tidak dirubah, maka tanda ..."" http://bit.ly/2UTF0jR #LawanHoax"	2019-04-24 09:43:46+00:00	TurnBackHoax	53	41	3	#LawanHoax	True News
649	Hasil Situng KPU Excel	Aplikasi berbasis windows yg dishare di gdrive dengan masukakn excel untuk setiap provinsi, Saatnya RAKYAT yg tdk diHONOR membantu KPU Aplikasi Keren yang bisa pantau salah hitung di Situng KPU. Ayo buruan Download Guys Tolong bantu RT #KPUNgejarQuickCount	2019-04-26 03:04:48+00:00	aszlhandany	45	31	10	#KPUNgejarQuickCount	Other 1
650	Hasil Situng KPU Excel	Heboh Video Uji Angka Situng KPU di Excel Hasilnya Terbalik ― #Pemilu2019 #BentukTPFkecuranganPilpres #DokumenkanC1DiKecamatan #BPNKawalSuaraKami #SaveOurDemocracy #MauMenangKokMainCurang #AuditForensikKPU http://bit.ly/2IClIZF	2019-04-24 08:43:52+00:00	demokrasicoid	17	19	1	#Pemilu2019 #BentukTPFkecuranganPilpres #DokumenkanC1DiKecamatan #BPNKawalSuaraKami #SaveOurDemocracy #MauMenangKokMainCurang #AuditForensikKPU	True News
651	Hasil Situng KPU Excel	"Beredar video uji data hasil situng KPU dipindahkan ke format Excel dengan hasil berbeda. Benarkah? https://kumparan.com/@kumparannews/ramai-video-uji-angka-situng-kpu-di-excel-hasilnya-terbalik-benarkah-1qwbRdGb4v4?utm_source=dlvr.it&amp;utm_medium=twitter"	2019-04-23 14:07:03+00:00	kumparan	26	15	5		True News
652	Hasil Situng KPU Excel	"Ternyata hanya ""Data cheating Suspect"" yg telah ditemukan, yg direvisi KPU... Buktinya s/d Kemarin msh ditemukan Mark-Up Suara 01 di Situng KPU... Kenapa tdk ada warning jk terjadi Anomali data input..? Di Excel sederhanapun kita dpt warning segitiga hijau jk ada salah olah data "	2019-04-27 16:36:27+00:00	EZZYelvi	2	2	1		Other 2
653	Hasil Situng KPU Excel	Nah ini usulan yg sgt cerdas. Opini publik makin kacau dibuat situng @KPU_ID ini. 1. Data yg diolah dominan basis kemenangan 01 2. Olahan data byk yg nyedot angka 02 dan up angka 01 3. Sempat ada hitungan total suara 02 lbh dari 01 jk dijmlh di excel tp grafik ttp mnang 01	2019-04-24 12:06:04+00:00	yarham02	1	2	0		Misleading News
654	Hasil Situng KPU Excel	Mungkinkah sistem di situng KPU mirip dengan fitur What-if Analysis: Goal Seek di Ms.Excel? Jdi cukup tentukan hasil yg diinginkan, program akan menyesuaikan angka input data agar bisa mencapai hasil yg sudah ditentukan?Mungkin itu yg membuat beberapa input suara tidak sesuai C1	2019-04-25 06:48:44+00:00	democrazyknight	2	0	1		Other 1
655	Hasil Situng KPU Excel	Heboh Video Uji Angka Situng KPU di Excel Hasilnya Terbalik https://youtu.be/x_VutvyWqBY lewat @YouTube	2019-04-24 06:43:30+00:00	lookinglove62	2	0	0		True News
656	Hasil Situng KPU Excel	Saya juga sudah coba copy paste data dari situng ke excel dan mmang apa yg dijelaskan KPU itu betul.	2019-04-23 14:06:25+00:00	IlhamF93560071	2	0	0		True News
657	Hasil Situng KPU Excel	Coba pindah kan hasil situng KPU ke Excel ... Hasilnya lebih banyak Prabowo..	2019-04-23 15:02:35+00:00	Tora1980x	0	0	3		Other 2
658	Hasil Survei LIPI	Firman Noor, kepala pusat penelitian politik LIPI menjelaskan hasil survei terkini pihaknya, terutama terkait penyebab migrasi suara: Jokowi - Ma'ruf = *40,30 %* Prabowo - Sandi = *45,45 %* Tdk tahu / tdk jwb = 14,25 % https://m.detik.com/20detik/pemilu-2019/20190324-190324053/lipi-ungkap-penyebab-migrasi-suara-jelang-pilpres	2019-03-25 10:59:49+00:00	DonAdam68	1176	606	112		False News
659	Hasil Survei LIPI	LIPI Bantah Rilis Hasil Survei yang Menangkan Prabowo LIPI menegaskan tidak pernah mengeluarkan hasil survei yang menyatakan elektabilitas pasangan calon 01 Joko Widodo-Ma'ruf Amin adalah 40,3% dan pasangan calon 02 Prabowo-Sandiaga Uno 45,45%. 	2019-03-26 04:34:31+00:00	Syarman59	99	48	20		True News
660	Hasil Survei LIPI	"LIPI Tak Keluarkan Hasil Survei yang Menyebut Prabowo Unggul https://nasional.tempo.co/read/1189207/lipi-tak-keluarkan-hasil-survei-yang-menyebut-prabowo-unggul?utm_source=Digital%20Marketing&amp;utm_medium=Twitter&amp;utm_campaign=Nasional_Guntur"	2019-03-26 07:47:16+00:00	korantempo	48	34	13		True News
661	Hasil Survei LIPI	"LIPI mengkonfirmasi tidak pernah &amp; terlibat merilis hasil survei yg menyatakan elektabilitas Jokowi – Maruf 40,30%, Prabowo – Sandi 45,45% &amp; yg menjawab “Tdk tahu/menjawab” 14,25%. Hasil survei dilakukan o/ Rumah Demokrasi, &amp; disampaikan Ramdansyah. http://jayakartanews.com/lipi-tuntut-detik-com-minta-maaf/"	2019-03-26 09:25:34+00:00	Great_Pujangga	36	25	9		True News
662	Hasil Survei LIPI	Kepala pusat penelitian politik LIPI menjelaskan hasil survei terkini pihaknya, terutama terkait penyebab migrasi suara: Jokowi-Ma'ruf = *40,30 %* Prabowo-Sandi = *45,45 %* Tdk tahu/Tdk jwb = *14,25 %* Kok beda hasilnya sama punya @yunartowijaya?? 🤔 https://m.detik.com/20detik/pemilu-2019/20190324-190324053/lipi-ungkap-penyebab-migrasi-suara-jelang-pilpres	2019-03-25 11:12:06+00:00	UtuhWibowo	28	21	3		False News
663	Hasil Survei LIPI	Mereka yang menyampaikan ada hasil Survei LIPI soal elektabilitas pasangan Capres tentulah sedang menyebarkan HOAX yang nyata. Karena survei LIPI itu tidak ada. 	2019-03-26 02:46:03+00:00	RustamIbrahim	22	16	0		True News
664	Hasil Survei LIPI	Mereka yang menyampaikan bahwa ada hasil Survei LIPI soal elektabilitas pasangan Capres tentulah sedang menyebarkan HOAX yang nyata. Karena survei LIPI itu tidak ada.	2019-03-25 22:58:50+00:00	RustamIbrahim	12	12	0		True News
665	Hasil Survei LIPI	LIPI Bantah Rilis Hasil Survei yang Menangkan Prabowo http://mediaindonesia.com/read/detail/225412-lipi-bantah-rilis-hasil-survei-yang-menangkan-prabowo	2019-03-26 03:09:06+00:00	mediaindonesia	20	9	5		True News
666	Hasil Survei LIPI	"LIPI Tak Keluarkan Hasil Survei yang Menyebut Prabowo Unggul https://www.kaskus.co.id/thread/5c99a990c342bb38bd3081e5/lipi-tak-keluarkan-hasil-survei-yang-menyebut-prabowo-unggul/?utm_term=Autofeed&amp;utm_medium=Social&amp;utm_content=hotthread&amp;utm_source=Twitter#Echobox=1553595538"	2019-03-26 10:28:34+00:00	kaskus	5	8	2		True News
667	Hasil Survei LIPI	"Nach lho ...🙄 LIPI Mengkonfirmasi Tidak Pernah Merilis Hasil Survei yg Menyatakan Elektabilitas Jokowi–Maruf 40,30%, Prabowo–Sandi 45,45% &amp; yg Menjawab “Tdk tahu/menjawab” 14,25%. #RiauBersatuUtkJokowi Cc. @yunartowijaya @Fahrihamzah"	2019-03-26 10:53:42+00:00	R_GUN4W4N	6	7	0	#RiauBersatuUtkJokowi	True News
668	Hasil Survei LIPI	"LIPI Ungkap Penyebab Migrasi Suara Jelang Pilpres. Firman Noor, Puslit Politik LIPI menjelaskan hasil survei terkini pihaknya, terutama terkait penyebab migrasi suara: 01 = *40,30*; 02 = *45,45*; 00 = 14,25 (%). #PrabowoMenyapaBaliDanNTB"	2019-03-26 06:50:02+00:00	sfi4ns	4	5	1	#PrabowoMenyapaBaliDanNTB	Misleading News
669	Hasil Survei LIPI	Firman Noor, kepala pusat penelitian politik LIPI menjelaskan hasil survei terkini pihaknya, terutama terkait penyebab migrasi suara: Jokowi - Ma'ruf = *40,30 %* Prabowo - Sandi = *45,45 %* Tdk tahu / tdk jwb = 14,25 % 	2019-03-25 12:48:40+00:00	Sabiqien	8	3	0		Misleading News
670	Hasil Survei LIPI	Menyikapi beredar luasnya pemberitaan terkait keterlibatan LIPI dalam Diskusi “Migrasi Suara Pilpres 2019: Hasil Survei versus Realitas” yang diselenggarakan oleh Rumah Demokrasi di Jakarta, Minggu, 24 Maret 2019, maka LIPI mengklarifikasi melalui Siaran Pers 26 Maret 2019. 	2019-03-26 12:14:06+00:00	PolitikLIPI	2	3	0		Other 2
671	Hasil Survei LIPI	LIPI Tak Keluarkan Hasil Survei yang Menyebut Prabowo Unggul 	2019-03-26 07:47:18+00:00	temponewsroom	2	3	0		True News
672	Hasil Survei LIPI	Peneliti LIPI Jelaskan Soal Stagnasi Hasil Survei Pilpres 2019 http://bit.ly/2TBqYhd	2019-03-27 03:46:49+00:00	tempodotco	4	1	0		Other 1
673	Hasil Survei LIPI	Mohon klarifikasi @PolitikLIPI dan @lipiindonesia apakah benar ini hasil survei yg dilakukan Pusat Penelitian Politik LIPI elektabilitas Capres: Jokowi - Ma'ruf = *40,30 %* Prabowo - Sandi = *45,45 %* Tdk tahu / tdk jwb = 14,25 % T Kasih 🙏	2019-03-25 17:04:08+00:00	LaskaPalembang	2	1	2		False News
674	Hasil Survei LIPI	Sudah ada press release, bahwa LIPI tidak terkait atau membantah survei elektabilitas yang menangkan Prabo-San. Benar kata bung Toto, kalau survei ini (yg di-twit Fahri) adalah hasil survei Rumah Demokrasi - Mr. Ramdansyah.	2019-03-26 04:15:50+00:00	andry_vai	2	1	0		True News
675	Hasil Survei LIPI	Hasil survei yang disampaikan dalam diskusi pada tgl 24 Maret 2019 tersebut adalah *hasil survei Rumah Demokrasi yang disampaikan oleh Sdr. Ramdansyah.* LIPI tidak terlibat sama sekali di dalam proses dan penyampaian hasil survei tersebut.	2019-03-26 02:48:44+00:00	DemplonMak	12	0	1		True News
676	Hasil Survei LIPI	LIPI *tidak pernah mengeluarkan hasil survei* yang menyatakan elektabilitas: Jokowi - Maruf 40.30% Prabowo - Sandi 45.45% Tidak tahu/tidak jwb 14.25% 😊😅	2019-03-26 02:47:36+00:00	DemplonMak	3	0	0		True News
677	Hasil Survei LIPI	LIPI Tak Keluarkan Hasil Survei yang Menyebut Prabowo Unggul http://po.st/BCceyU via @po_st	2019-03-26 03:33:30+00:00	IzamMaulana9	2	0	0		True News
678	Hotman Paris Membela Prabowo	Dipersoalkan Jokowi, Hotman Paris Ungkap Perjuangan Prabowo Rebut Lahan Luas itu dari Asing #SavePulpen #SetelahDebatSemalam https://www.gelora.co/2019/02/dipersoalkan-jokowi-hotman-paris-ungkap.html	2019-02-18 07:30:18+00:00	geloraco	1318	1043	59	#SavePulpen #SetelahDebatSemalam	False News
679	Hotman Paris Membela Prabowo	Lihat ...Hotman Paris Protes .... @prabowo rebut tanah itu dari asing yg mau menguasahi Hak Guna Usahanya.... Pejuang Patriotik.... Beda kelas dengan... #CapresO1Bohong #CapresO1Bohong #CapresO1Bohong	2019-02-18 08:12:44+00:00	Qonaah_Himmah	187	151	21	#CapresO1Bohong #CapresO1Bohong #CapresO1Bohong	False News
680	Hotman Paris Membela Prabowo	Disindir Jokowi, Hotman Paris Ungkap Perjuangan Prabowo Rebut Tanah Itu Dari Asing #PrabowoMenangDebat #JokowiBohongLagi https://www.jaringmediaumat.ga/2019/02/disindir-jokowi-hotman-paris-ungkap.html	2019-02-18 07:00:51+00:00	SaveMoslem1	92	80	2	#PrabowoMenangDebat #JokowiBohongLagi	False News
681	Hotman Paris Membela Prabowo	PRABOWO dapatkan lahan tersebut bukan SEBAGAI PENGUASA, bukan dari PAK HARTO, bukan dari PENGUASA, Tp BERTARUNG DENGAN ASING CHURCHILL - INGGRIS danmenenangkannya.Pertarungan itu dilakukan bersama HOTMAN PARIS sbg Kuasa Hukum KNC untuk Rebut Tanah Itu dr CHURCHILL - INGGRIS 	2019-02-18 21:14:41+00:00	NingNajeha	40	30	7		False News
682	Hotman Paris Membela Prabowo	Dipersoalkan Jokowi, Hotman Paris Ungkap Perjuangan Prabowo Rebut Lahan Luas itu dari Asing https://www.nusanews.id/2019/02/dipersoalkan-jokowi-hotman-paris-ungkap.html	2019-02-18 14:47:07+00:00	demokrasicoid	9	7	0		False News
683	Hotman Paris Membela Prabowo	Disindir Jokowi, Hotman Paris Ungkap Perjuangan Prabowo Rebut Tanah Itu Dari Asing https://www.jaringmediaumat.ga/2019/02/disindir-jokowi-hotman-paris-ungkap.html	2019-02-18 14:38:58+00:00	mytasyamaharani	8	6	1		False News
684	Hotman Paris Membela Prabowo	Disindir Jokowi, Hotman Paris: Prabowo Rebut Tanah Itu Dari Asing https://www.beritaterkini.co/2019/02/disindir-jokowi-hotman-paris-prabowo.html	2019-02-18 05:01:10+00:00	didienAZHAR	10	4	0		False News
685	Hotman Paris Membela Prabowo	Viral! Dipersoalkan Jokowi, Hotman Paris Ungkap Perjuangan Prabowo Rebut Lahan Luas itu dari Asing http://bit.ly/2tsenSY	2019-02-18 14:41:26+00:00	TerbaruIslam	2	4	0		False News
686	Hotman Paris Membela Prabowo	Disindir JKW, Hotman Paris Ungkap Perjuangan Prabowo Rebut Tanah Itu Dari Asing. https://www.faktakini.com/2019/02/disindir-jokowi-hotman-paris-ungkap.html #PrabowoMenangDebat	2019-02-18 07:47:16+00:00	BinyoHexa	3	3	0	#PrabowoMenangDebat	False News
687	Hotman Paris Membela Prabowo	Dipersoalkan Jokowi, Hotman Paris Ungkap Perjuangan Prabowo Rebut Lahan Luas itu dari Asing 	2019-02-18 10:02:14+00:00	beritaislamorg	2	2	0		False News
688	Hotman Paris Membela Prabowo	Disindir Jokowi, Hotman Paris: Prabowo Rebut tanah itu dari pihak asing Churchill Mining Plc, Inggris. Kuasa Hukum KNC Hotman Paris mengungkapkan pihaknya memenangkan gugatan hingga ke tingkat peninjauan kembali (PK) di Mahkamah Agung. https://www.beritaterkini.co/2019/02/disindir-jokowi-hotman-paris-prabowo.html?spref=tw	2019-02-18 03:11:55+00:00	BangUmar_	1	2	1		False News
689	Hotman Paris Membela Prabowo	*Disindir Jokowi, Hotman Paris Ungkap Perjuangan Prabowo Rebut Tanah Itu Dari Asing* https://www.faktakini.com/2019/02/disindir-jokowi-hotman-paris-ungkap.html *Wow! Pengacara Hotman Paris Resmi Dukung PrabowoSandi* https://harianmerdeka.com/wow-pengacara-hotman-paris-resmi-dukung-prabowo-sandi/ https://youtu.be/cphxykpoehs *#2019PrabowoPresiden*	2019-02-18 17:20:07+00:00	Fahmisadja1	3	1	0	#2019PrabowoPresiden	False News
690	Hotman Paris Membela Prabowo	Disindir Jokowi, Hotman Paris Ungkap Perjuangan Prabowo Rebut Tanah Itu ... https://youtu.be/g3yopHvxi24 lewat @YouTube	2019-02-18 12:58:54+00:00	lookinglove62	3	1	0		False News
691	Hotman Paris Membela Prabowo	Disindir Jokowi, Hotman Paris Ungkap Perjuangan Prabowo Rebut Tanah Itu Dari Asing https://www.faktakini.com/2019/02/disindir-jokowi-hotman-paris-ungkap.html	2019-02-18 05:31:04+00:00	aguspratono	2	0	1		False News
692	Hotman Paris Membela Prabowo	Disindir Jokowi, Hotman Paris: Prabowo Rebut Tanah Itu Dari Asing https://www.beritaterkini.co/2019/02/disindir-jokowi-hotman-paris-prabowo.html?m=1	2019-02-18 07:23:02+00:00	BerdaulatRI	2	0	0		False News
693	Hotman Paris Membela Prabowo	tepatnya bukan di jual,tapi prabowo berhasil rebut itu dari asing,coba aja klarifikasi ke hotman paris tu,dia lawyernya yg memenangkan itu dulu,dia kasi statement tentang itu jg😁 tsamara tsamara,pantes aja nol koma terus😂	2019-02-18 16:40:28+00:00	Ony_anwar	1	0	4		False News
694	HUT PKI Pengumuman KPU	Mungkin sebagian Orang Indonesia byk yg tdk tahu atau lupa kalau tanggal 22 Mei itu merupakan HUT PKI, yg bertepatan dgn Pengumuman KPU Pusat. Cc: @DivHumas_Polri @Puspen_TNI @ryamizard_r	2019-05-12 08:40:35+00:00	RFauzy5	21	18	4		False News
695	HUT PKI Pengumuman KPU	🆘❌🆘 *SERAM* TERNYATA MEREKA MASIH AKTIF Mungkin sebagian Orang Indonesia tdk ada yg tahu kalau : tanggal 22 Mei itu merupakan HUT PKI sama bertepatan dgn Pengumuman KPU https://www.marxists.org/indonesia/indones/1953-AiditMenujuIndonesiaBaru.htm #UlamaTolakOBOR #UlamaTolakOBOR	2019-05-12 16:18:47+00:00	bhakti_yudi	13	10	0	#UlamaTolakOBOR #UlamaTolakOBOR	False News
696	HUT PKI Pengumuman KPU	Bisa bertepatan dengan HUT PKI pengumuman KPU ini @Garuda501 @IreneViena @tikusmerah1 @CakKhum @opposite_6890 @RestiCayah @do_ra_dong @AnnaSuezann	2019-05-12 10:58:29+00:00	SilumanRi	18	7	2		False News
697	HUT PKI Pengumuman KPU	*Mungkin sebagian Orang Indonesia tdk ada yg tahu kalau tanggal 22 Mei itu merupakan HUT PKI, yg bertepatan dgn Pengumuman KPU Pusat...* 	2019-05-12 21:07:53+00:00	mad_pecci	16	7	1		False News
698	HUT PKI Pengumuman KPU	Mungkin sebagian Orang Indonesia tdk ada yg tahu kalau tanggal 23 Mei itu merupakan HUT PKI, yg bertepatan sehari stlh Pengumuman KPU Pusat 22 Mei 2019 🤔🤔 @VieVio2 @AnnaSuezann @ZaittoonEdd	2019-05-12 06:06:43+00:00	rajawaliNKRI	5	7	3		True News
699	HUT PKI Pengumuman KPU	Ternyata hari Ahad pengumuman Hasil Pemilu dari KPU tgl 22 Mei 2019 yang akan datang bertepatan besoknya tgl 23 Mei HUT PKI ke 98 thn. Ini kebetulan atau Kesengajaan kah...??? 🤔 #CumaDugaAja	2019-05-12 13:02:13+00:00	AHSANFURQANIBR5	1	2	0	#CumaDugaAja	Other 2
700	HUT PKI Pengumuman KPU	Bilang 22 Mei saat Pengumuman KPU adalah HUT PKI, Iwan Dibekuk http://share.babe.news/s/cYjypmw	2019-05-13 13:04:08+00:00	mctarpm	4	1	0		False News
701	HUT PKI Pengumuman KPU	[Fakta atau Hoaks] Benarkah HUT PKI Sama dengan Pleno KPU Pusat, 22 Mei? Cek Faktanya disini: http://bit.ly/2Yxt30r	2019-05-17 08:41:51+00:00	tempodotco	3	1	0		False News
702	HUT PKI Pengumuman KPU	Hasutan orang ini sangat berbahaya, mengadu domba Polri vs TNI, dan menyebarkan hoaks kebencian, seolah2 KPU ada kaitannya dgn PKI dgn sengaja mengumumkan hasil Pilpres pd 22 Mei yg dia sebut adalah HUT PKI (pdhal juga PKI lahir pd 23 Mei 1920). @DivHumas_Polri @CCICPolri	2019-05-12 16:47:34+00:00	danielht2009	8	0	0		Misleading News
703	HUT PKI Pengumuman KPU	Tanggal 22 Mei adalah hari HUT nya PKI Mungkin sebagian Orang Indonesia tdk ada yg tahu kalau tanggal 22 Mei itu merupakan HUT PKI, yg bertepatan dgn Pengumuman KPU Pusat... PKI vs People Power Rakyat Indonesia 	2019-05-12 09:44:44+00:00	FARICH53144140	2	0	0		False News
704	Ibu Jokowi PKI	- Bapaknya jokowi PKI - Nama bapaknya Oei Hong Leong - Ibu kandungnya palsu - Dituntut tes DNA - Foto depan orasi Aidit - Hoaks Kaesang pegang bendera PKI Pantesan yg model gini ngasi gelar presiden akal sehat ke Rocky 🤣🤣🤣🤣🤣 #GaBisaDibantah	2019-02-23 10:32:02+00:00	el_kaezzar	1	0	2	#GaBisaDibantah #SaveNalar #JokowiMemberikanBukti	Other 1
705	Ibu Lis Debat Sandiaga	Cawapres Bango @sandiuno #MemangSandiwara tukang NGIBUL atau Timnya yg sengaja krn tau sdh kalah? Ini ibu Lis yg dijadikan contoh sewaktu debat Cawapres Klarifikasi @BPJSKesehatanRI soal Ibu Nis yang Disebut Sandiaga Tak Di-cover BPJS 	2019-03-19 00:04:47+00:00	kangdede78	157	153	25	#MemangSandiwara	Misleading News
706	Ibu Lis Debat Sandiaga	"Dalam debat cawapres kemarin, Sandiaga Uno memunculkan sosok Bu Lis yang baru diketahui bernama Niswatin Naimah. Dia disebut sebagai penderita kanker payudara yang pengobatannya tidak dikover BPJS Kesehatan. Bagaimana pengakuannya? via @20detik https://20.detik.com/detikflash/20190318-190318079/ini-pengakuan-bu-nis-penderita-kanker-tak-tercover-bpjs-yang-dibahas-sandi?utm_content=20detik&amp;utm_term=echobox&amp;utm_medium=oa&amp;utm_campaign=detikcomsocmed&amp;utm_source=Twitter#Echobox=1552971343"	2019-03-19 16:50:44+00:00	detikcom	23	12	6		True News
707	Ibu Lis Debat Sandiaga	"[BERITA] ""Heboh Tweet Akun 'Ibu Lis' soal Sandi, Hoax atau Bukan?"" ""Akun ini menariknya, muncul pada jam debat berlangsung. Status biografi akun pun cukup menarik, yakni 'saya tidak kenal Sandiaga'. Tampak biografi tersebut sebagai ..."" http://bit.ly/2HBjrfU #LawanHoax"	2019-03-18 09:10:58+00:00	TurnBackHoax	3	6	4	#LawanHoax	True News
708	Ibu Lis Debat Sandiaga	Setelah Sandiaga Uno menceritakan kisah Bu Lis penderita sakit kanker saat debat semalam, muncul lah akun Twitter Lies yang menyerang Sandiaga. 	2019-03-18 12:40:39+00:00	detikcom	26	5	11		True News
709	Ibu Lis Debat Sandiaga	Ini 'Ibu Lis' Penderita Kanker Asal Sragen yang Namanya Disebut Sandiaga di Debat 	2019-03-20 02:00:00+00:00	merdekadotcom	3	4	0		False News
710	Ibu Lis Debat Sandiaga	"Ini 'Ibu Lis' Penderita Kanker Asal Sragen yang Namanya Disebut Sandiaga di Debat http://www.merdeka.com/peristiwa/ini-ibu-lis-penderita-kanker-asal-sragen-yang-namanya-disebut-sandiaga-di-debat.html?utm_source=twitter&amp;utm_medium=post&amp;utm_campaign=twitter__yudi"	2019-03-19 03:17:20+00:00	merdekadotcom	3	3	1		False News
711	Ibu Lis Debat Sandiaga	Bu Lis yang Dimaksud Sandiaga Uno Saat Debat Cawapres Angkat Bicara https://www.portal-bangsa.com/2019/03/bu-lis-yang-dimaksud-sandiaga-uno-saat.html	2019-03-18 09:39:38+00:00	24hIslam	2	3	0		False News
712	Ibu Lis Debat Sandiaga	Kok stiap kali ada mslah2 yg sperti ini di Cawapres 02. .... Dan lagi2 nge - less dg alasan yg macam2. .... Bisa bahaya banget nich. .... 😉 Ini Sosok Bu Lis yang Disebut Sandiaga Uno di Debat Pilpres 2019, Benarkah Salah Nama? 	2019-03-18 07:45:00+00:00	Boemi_Pertiwi12	5	2	0		Misleading News
713	Ibu Lis Debat Sandiaga	Tentang Ibu Lis di Sragen yang Dikisahkan Sandiaga Uno saat Debat Cawapres 2019 http://m.tribunnews.com/amp/section/2019/03/17/tentang-ibu-lis-di-sragen-yang-dikisahkan-sandiaga-uno-saat-debat-cawapres-2019	2019-03-17 15:32:28+00:00	tribunnews	3	2	1		False News
714	Ibu Lis Debat Sandiaga	Bukan Hoax, Ini Dia Sosok Bu Lis Yang Kisahnya Diungkap Sandiaga di Debat Cawapres http://dlvr.it/R13T7c	2019-03-18 13:20:02+00:00	terasid	2	2	0		True News
715	Ibu Lis Debat Sandiaga	Tentang Ibu Lis di Sragen yang Dikisahkan Sandiaga Uno saat Debat Cawapres 2019 http://www.tribunnews.com/section/2019/03/17/tentang-ibu-lis-di-sragen-yang-dikisahkan-sandiaga-uno-saat-debat-cawapres-2019 via @tribunnews	2019-03-17 15:42:27+00:00	tribunnews	7	1	0		False News
